CASE,SVC_MEAN,SVC_STD,RF_MEAN,RF_STD,KNN_MEAN,KNN_STD,GLOBAL_MEAN,GLOBAL_STD
ECORE_DUMMY_RANK_FP_LIMESHAP,0.2882882882882883,0.262492353353202,0.2162162162162162,0.2385167154664222,0.4594594594594594,0.37144488775317835,0.3213213213213213,0.12494080518146976
ECORE_DUMMY_SIGN_FP_LIMESHAP,0.9549549549549549,0.11552783220223033,0.5945945945945947,0.15976709775647024,0.7927927927927929,0.227049667587406,0.7807807807807808,0.18048023064644697
ECORE_DUMMY_RANKSIGN_FP_LIMESHAP,0.2882882882882883,0.262492353353202,0.2162162162162162,0.2385167154664222,0.4504504504504504,0.37032031693810313,0.3183183183183183,0.11996987600863769
ECORE_DUMMY_TOP_FN_BDSHAP,0.7103174603174602,0.211956917048656,0.7857142857142859,0.1765568131813157,0.7341269841269841,0.211956917048656,0.7433862433862434,0.03854180498500932
ECORE_DUMMY_RANK_FN_BDSHAP,0.3333333333333333,0.30611789558489166,0.4285714285714285,0.3171637551499215,0.376984126984127,0.28706967984045245,0.3796296296296296,0.0476741303993124
ECORE_DUMMY_SIGN_FN_BDSHAP,0.5714285714285713,0.21063700525407641,0.7063492063492063,0.1822421848395851,0.6547619047619048,0.2222341744729891,0.6441798941798941,0.06807994302887714
ECORE_DUMMY_RANKSIGN_FN_BDSHAP,0.28968253968253965,0.2627206124896551,0.39682539682539675,0.33323769903690714,0.3412698412698412,0.28329761398371045,0.34259259259259256,0.05358367486912456
ECORE_DUMMY_TOP_FN_BDLIME,0.7539682539682538,0.18013120028112622,0.5674603174603173,0.16181502243397025,0.6349206349206349,0.17637619235328547,0.652116402116402,0.09443555157990229
ECORE_DUMMY_RANK_FN_BDLIME,0.28174603174603174,0.2398909146281803,0.3293650793650793,0.2342440495504482,0.18650793650793648,0.20923261637276194,0.26587301587301587,0.07273929674533078
ECORE_DUMMY_SIGN_FN_BDLIME,0.4960317460317461,0.19007535755675511,0.47619047619047616,0.2212639503053393,0.5,0.21645803981063236,0.49074074074074076,0.012756151800255262
