CASE,SVC_MEAN,SVC_STD,RF_MEAN,RF_STD,KNN_MEAN,KNN_STD,GLOBAL_MEAN,GLOBAL_STD
ECORE_DUMMY_RANKSIGN_FN_BDLIME,0.21428571428571425,0.2234142821759758,0.2777777777777778,0.23617508386047323,0.13095238095238096,0.18669145807013002,0.20767195767195767,0.07363579714135862
ECORE_DUMMY_TOP_FN_LIMESHAP,0.8571428571428571,0.18136559397143437,0.6269841269841271,0.13095020773940397,0.6984126984126983,0.23495732968182081,0.7275132275132274,0.11780658242440374
ECORE_DUMMY_RANK_FN_LIMESHAP,0.34523809523809523,0.36015179222690696,0.2658730158730158,0.24148005205716516,0.25,0.31421051274361866,0.28703703703703703,0.051024607201020936
ECORE_DUMMY_SIGN_FN_LIMESHAP,0.6825396825396827,0.2683918188390074,0.496031746031746,0.22252083589427904,0.47619047619047616,0.32016442515021115,0.5515873015873015,0.1138411768871513
ECORE_DUMMY_RANKSIGN_FN_LIMESHAP,0.2936507936507936,0.3289053765643907,0.20634920634920634,0.2249781301568977,0.1865079365079365,0.28032869632231433,0.22883597883597884,0.05700122070480221
UML_DUMMY_TOP_TP_BDSHAP,0.8019999999999999,0.06026875834396485,0.8279999999999998,0.12397458195007945,0.836,0.1690854783531069,0.822,0.017776388834631174
UML_DUMMY_RANK_TP_BDSHAP,0.3460000000000001,0.27244497173973065,0.31399999999999995,0.1825852506019414,0.3500000000000001,0.24842940992799487,0.3366666666666667,0.019731531449265073
UML_DUMMY_SIGN_TP_BDSHAP,0.7959999999999999,0.06951491374031354,0.8279999999999998,0.12397458195007945,0.836,0.1690854783531069,0.8199999999999998,0.021166010488516723
UML_DUMMY_RANKSIGN_TP_BDSHAP,0.3440000000000001,0.2727784463774233,0.31399999999999995,0.1825852506019414,0.3500000000000001,0.24842940992799487,0.336,0.01928730152198599
UML_DUMMY_TOP_TP_BDLIME,0.3999999999999999,0.08040302522073696,0.586,0.11460956999899066,0.39599999999999996,0.11002295444610868,0.4606666666666666,0.10856027511633035
UML_DUMMY_RANK_TP_BDLIME,0.14599999999999994,0.09365744589575979,0.214,0.1370836211657658,0.12999999999999998,0.10396191999035419,0.1633333333333333,0.04460194315647397
UML_DUMMY_SIGN_TP_BDLIME,0.3899999999999999,0.08226589066968623,0.516,0.16374407229613294,0.32799999999999996,0.10832051206181281,0.41133333333333333,0.09579839942991396
UML_DUMMY_RANKSIGN_TP_BDLIME,0.14399999999999996,0.09462312272132724,0.16999999999999996,0.1,0.11199999999999996,0.09977753031397177,0.142,0.0290516780926679
UML_DUMMY_TOP_TP_LIMESHAP,0.4,0.08040302522073696,0.452,0.10869287655656838,0.408,0.06305360874492098,0.42,0.028000000000000004
UML_DUMMY_RANK_TP_LIMESHAP,0.14199999999999996,0.09967624358568865,0.26399999999999996,0.17263261627519927,0.16999999999999993,0.10000000000000002,0.19199999999999995,0.06390618123468184
UML_DUMMY_SIGN_TP_LIMESHAP,0.39599999999999996,0.08518547796758351,0.3939999999999999,0.1285662977972568,0.35999999999999993,0.09847319278346618,0.38333333333333325,0.020231987873991362
UML_DUMMY_RANKSIGN_TP_LIMESHAP,0.13999999999999996,0.10050378152592122,0.26199999999999996,0.17219908609666096,0.16399999999999998,0.10002019998000605,0.18866666666666662,0.06463229326995393
UML_DUMMY_TOP_TN_BDSHAP,0.7119999999999999,0.13125655346794243,0.8619999999999999,0.12931833714996618,0.616,0.1721638871552453,0.73,0.12398386991863089
UML_DUMMY_RANK_TN_BDSHAP,0.22599999999999998,0.1767381216273491,0.28200000000000003,0.23629291871392052,0.174,0.15480192622715122,0.2273333333333333,0.0540123442680776
UML_DUMMY_SIGN_TN_BDSHAP,0.6819999999999999,0.13661122304783846,0.8539999999999998,0.13589954697748946,0.56,0.19069251784911845,0.6986666666666665,0.14770691701248553
UML_DUMMY_RANKSIGN_TN_BDSHAP,0.22399999999999998,0.17816120268289093,0.28200000000000003,0.23629291871392052,0.154,0.13884079975557503,0.22,0.06409368143584827
UML_DUMMY_TOP_TN_BDLIME,0.43799999999999994,0.1324058651696107,0.614,0.14,0.37999999999999995,0.19384467383902396,0.47733333333333333,0.12185784067237257
UML_DUMMY_RANK_TN_BDLIME,0.092,0.1116270847984756,0.11,0.1592279352172079,0.05200000000000001,0.10098504739801728,0.08466666666666667,0.02968725877094975
